,fg3a_heave,dbpm,pts_per_poss,fg2a_per_poss,ft_pct,usg_pct,fg3_pct,gs,pct_fga_00_03,tov_per_g,pos,ows,ws,ast_per_g,fg3a_pct_fga,fga_per_poss,fg3_per_g,vorp,fg2_pct,tov_per_poss,fg2_pct_ast,per,mp,fg2a_per_g,off_rtg,stl_per_g,team_id,pts_per_g,pf_per_poss,fg_pct_16_xx,fg3a_per_fga_pct,pct_fga_03_10,blk_per_g,ws_per_48,drb_per_g,fg3_heave,fg3_per_poss,orb_per_g,stl_per_poss,fg_pct,fta_per_fga_pct,fg2a_pct_fga,pct_fg3a_corner,fg_pct_00_03,fg3_pct_ast,stl_pct,fg3a_per_g,ast_pct,mp_per_g,efg_pct,dws,orb_per_poss,blk_pct,trb_per_poss,age,ast_per_poss,avg_dist,year,fg_pct_10_16,fga_per_g,blk_per_poss,fg2_per_poss,fg3_pct_corner,fg3a_per_poss,drb_per_poss,ts_pct,ft_per_g,fg_pct_03_10,fg2_per_g,fg_per_g,bpm,g,trb_pct,ft_per_poss,lg_id,drb_pct,def_rtg,orb_pct,fg2_dunk,tov_pct,fta_per_poss,pf_per_g,name,fta_per_g,obpm,pct_fga_10_16,trb_per_g,pct_fg2_dunk,pct_fga_16_xx,fg_per_poss,allstar
619,3,-1.7,26.1,20.6,0.842,25.5,0.25,21,0.385,2.6,PG,0.7,0.8,4.8,0.104,23,0.4,0.1,0.473,4,0.206,16.5,670,13.2,105,0.8,NYK,16.7,2.6,0.389,0.104,0.21,0.4,0.055,2.8,0,0.6,1.3,1.2,0.45,0.246,0.896,0.156,0.563,0.5,1.2,1.5,24,31.9,0.463,0.1,2.1,1.1,6.5,28,7.4,9.3,2016-17,0.404,14.7,0.7,9.8,0.6,2.4,4.4,0.511,3,0.415,6.2,6.6,-1.4,21,6.9,4.8,NBA,9.3,114,4.5,1,13.6,5.7,1.7,Derrick Rose,3.6,0.3,0.184,4.1,0.003,0.117,10.3,0
621,0,-0.6,17.7,12.6,0.6,15.8,0.444,0,0.426,0.5,PF,0.4,0.6,0.8,0.148,14.8,0.2,0.1,0.5,2.2,0.577,14.5,208,2.9,115,0.1,CHI,4.1,6.8,0.182,0.148,0.18,0.2,0.132,1.8,0,1,1.4,0.5,0.492,0.246,0.852,0.333,0.654,1,0.5,0.5,10.3,11.6,0.525,0.2,6,1.5,13.8,21,3.4,9.3,2016-17,0,3.4,1,6.3,0.333,2.2,7.7,0.54,0.5,0.636,1.4,1.7,-0.6,18,14.3,2.2,NBA,16,107,12.6,7,11.7,3.6,1.6,Bobby Portis,0.8,0,0.066,3.2,0.115,0.18,7.3,0
628,0,3.2,9.8,8.9,0.259,11.1,0,18,0.859,1,C,0.5,0.9,2.8,0.014,9.1,0,0.5,0.5,2.3,0.371,15.4,391,3.9,114,0.7,NYK,4.3,6,0,0.014,0.085,0.8,0.11,4.7,0,0,3.2,1.7,0.493,0.38,0.986,0,0.557,,1.7,0.1,17.7,21.7,0.493,0.4,7.3,2.9,18.1,31,6.5,2.7,2016-17,,3.9,1.8,4.5,,0.1,10.8,0.465,0.4,0.167,1.9,1.9,3.4,18,19.3,0.9,NBA,23.1,107,15.5,4,17.8,3.4,2.6,Joakim Noah,1.5,0.2,0,7.9,0.056,0.042,4.5,0
634,0,-1.1,20.4,13.7,0.762,20.1,0.333,18,0.171,1.3,SG,0.1,0.6,3,0.278,18.9,1,0,0.5,2.3,0.446,12.6,531,7.4,100,0.8,NOP,11.1,3.7,0.467,0.278,0.239,0.4,0.051,1.9,0,1.8,0.5,1.4,0.454,0.102,0.722,0.368,0.514,0.842,1.4,2.9,18.8,26.6,0.5,0.4,0.8,1.1,4.3,27,5.5,13.6,2016-17,0.382,10.3,0.6,6.8,0.333,5.3,3.4,0.516,0.8,0.592,3.7,4.7,-1.9,20,4.6,1.5,NBA,7.4,109,1.8,2,10.4,1.9,2,E'Twaun Moore,1.1,-0.9,0.166,2.3,0.01,0.146,8.6,0
637,1,0.6,19.7,6.9,0.735,18.9,0.294,2,0.2,1.2,PF,0.1,0.9,1,0.6,17.2,1.4,0.1,0.5,2.7,0.735,13,496,3.1,100,0.8,CHI,8.8,3.1,0.286,0.6,0.059,0.7,0.09,5.2,0,3,0.5,1.8,0.376,0.288,0.4,0.127,0.618,0.967,1.8,4.6,6.7,22.5,0.465,0.8,1.2,2.5,12.8,25,2.2,18.3,2016-17,0.3,7.7,1.6,3.4,0.231,10.3,11.6,0.506,1.6,0.6,1.5,2.9,-1,22,13.3,3.7,NBA,23.9,101,2.5,5,12.4,5,1.4,Nikola Mirotic,2.2,-1.7,0.059,5.7,0.029,0.082,6.5,0
640,0,-2.1,21.7,10.9,0.889,17.1,0.346,0,0.192,0.9,SF,0.5,0.6,1.5,0.333,16.4,0.9,0,0.577,1.9,0.867,14,239,5.2,118,0.3,CHI,10.3,2.7,0.692,0.333,0.192,0.1,0.128,2.6,0,1.9,0.2,0.6,0.5,0.231,0.667,0.308,0.667,1,0.6,2.6,9.9,23.9,0.558,0.2,0.4,0.3,5.9,25,3.2,14.5,2016-17,0.444,7.8,0.2,6.3,0.5,5.5,5.5,0.599,1.6,0.467,3,3.9,-1.8,10,6.1,3.4,NBA,11.3,109,0.9,1,9.5,3.8,1.3,Doug McDermott,1.8,0.3,0.115,2.8,0.038,0.167,8.2,0
644,1,0.2,16.1,8.1,0.882,15.2,0.375,2,0.26,0.7,SG,0.2,0.5,1,0.455,14.8,1,0.1,0.418,1.9,0.786,11.4,414,3,104,0.8,NYK,6.1,4.1,0.316,0.455,0.033,0.4,0.059,2.7,0,2.5,0.5,2.2,0.398,0.138,0.545,0.464,0.531,0.952,2.2,2.5,7.8,18.8,0.484,0.3,1.3,1.8,8.6,27,2.8,16.2,2016-17,0.333,5.6,1.1,3.4,0.462,6.7,7.2,0.513,0.7,0.25,1.3,2.2,-0.9,22,9.1,1.8,NBA,15.4,109,2.8,5,10.9,2,1.5,Justin Holiday,0.8,-1.1,0.098,3.2,0.041,0.154,5.9,0
657,0,1.4,21,16.9,0.66,18.5,0,22,0.388,1.7,PF,0.8,1.7,1.5,0.005,17,0,0.4,0.549,3,0.735,16.9,635,9.7,109,0.6,CHI,12,4.2,0.412,0.005,0.327,1.1,0.128,5.7,0,0,2.2,1.1,0.547,0.22,0.995,0,0.687,,1.1,0,8.8,28.9,0.547,0.9,3.9,2.9,13.8,31,2.7,7,2016-17,0.385,9.7,1.9,9.3,,0.1,9.9,0.565,1.4,0.514,5.3,5.3,0.5,22,14.3,2.5,NBA,20.5,103,8.1,15,13.9,3.7,2.4,Taj Gibson,2.1,-1,0.121,7.9,0.075,0.159,9.3,0
664,0,2.4,22.4,16.5,0.587,20.8,0.448,22,0.209,1.2,C,0.8,1.6,2.5,0.135,19.1,0.6,0.6,0.5,2.3,0.71,18.3,578,8.5,109,0.4,SAS,11.5,2.9,0.508,0.135,0.233,1.1,0.135,6.1,0,1.2,1.4,0.8,0.493,0.214,0.865,0.414,0.622,1,0.8,1.3,16,26.3,0.523,0.9,2.8,3.5,14.7,36,4.9,12.2,2016-17,0.429,9.8,2.1,8.3,0.5,2.6,11.9,0.536,1.2,0.42,4.2,4.8,2.3,22,16.5,2.4,NBA,26.7,103,6.2,3,10,4.1,1.5,Pau Gasol,2.1,-0.1,0.13,7.5,0.014,0.293,9.4,0
666,0,-0.5,13,13,0.636,14.2,,0,0.667,0.4,C,0.1,0.3,0.4,0,13,0,0,0.41,2,0.5,12.6,151,2.8,107,0.1,CHI,2.8,5.3,0.286,0,0.128,0.2,0.095,1.9,0,0,1.9,0.7,0.41,0.282,1,,0.423,,0.7,0,5.8,10.8,0.41,0.2,8.7,1.5,17.3,24,2,5,2016-17,0,2.8,1,5.3,,0,8.7,0.445,0.5,0.6,1.1,1.1,-2.7,14,18,2.3,NBA,17.9,106,18.1,4,12,3.7,1.1,Cristiano Felicio,0.8,-2.2,0.026,3.7,0.103,0.179,5.3,0
673,0,-1,12.8,4.1,0.8,13.3,0.286,1,0.161,0.4,SF,0,0.1,0.9,0.677,12.8,0.8,-0.1,0.45,1.4,0.778,6.2,240,1.3,98,0.3,CLE,3.9,3.7,0.333,0.677,0.097,0.1,0.023,1.6,0,2.5,0.1,0.8,0.339,0.161,0.323,0.333,0.7,0.917,0.8,2.6,8.6,15,0.435,0.1,0.2,0.7,5.4,36,3.1,18.8,2016-17,1,3.9,0.4,1.9,0.357,8.7,5.2,0.467,0.5,0,0.6,1.3,-3.4,16,5.9,1.6,NBA,11,111,0.5,1,9.5,2.1,1.1,Mike Dunleavy,0.6,-2.4,0.016,1.6,0.016,0.048,4.3,0
679,1,0.1,35.1,18.3,0.887,27.4,0.351,22,0.272,2.1,SF,3.5,4.6,4.1,0.209,23.2,1.2,1.8,0.495,3,0.347,26.9,799,13.2,125,1.6,CHI,25.4,2.4,0.346,0.209,0.141,0.4,0.274,5,0,1.7,1.7,2.3,0.465,0.579,0.791,0.156,0.59,0.704,2.3,3.5,19.4,36.3,0.501,1,2.4,0.8,9.3,27,5.7,12.8,2016-17,0.431,16.7,0.5,9.1,0.417,4.8,6.9,0.604,8.6,0.615,6.5,7.8,6.7,22,9.7,11.9,NBA,14.3,104,5,11,9.2,13.4,1.7,Jimmy Butler,9.7,6.5,0.158,6.7,0.03,0.22,10.8,0
685,0,-2.5,19.9,10.3,0.857,21,0.364,0,0.212,1.4,PG,-0.1,0.1,2.2,0.423,17.8,0.8,-0.1,0.467,4.6,0.071,11.2,285,3.2,96,0.6,IND,6.1,5.3,0.4,0.423,0.096,0.2,0.016,0.7,0,2.7,0.3,2.1,0.423,0.135,0.577,0.114,0.409,0.5,2.1,2.3,22.5,15,0.5,0.2,0.9,1.2,3.3,32,7.2,15.9,2016-17,0.538,5.5,0.7,4.8,0.4,7.5,2.4,0.527,0.6,0.6,1.5,2.3,-4,19,3.6,2.1,NBA,5.3,110,1.9,0,19.7,2.4,1.6,Aaron Brooks,0.7,-1.5,0.125,1,0,0.144,7.5,0
693,0,1.1,13.7,5.1,0.813,12.2,0.407,0,0.16,0.8,SG,0.4,0.9,1.8,0.54,11.1,1,0.3,0.478,1.9,0.364,11.6,453,2.2,111,0.9,SAC,5.9,3.8,0.364,0.54,0.01,0.5,0.09,2.1,0,2.4,0.4,2.1,0.44,0.16,0.46,0.481,0.688,0.909,2.1,2.6,12.1,21.6,0.55,0.4,1,2.2,5.9,30,4.1,18.7,2016-17,0.429,4.8,1.2,2.4,0.231,6,4.9,0.575,0.6,0,1,2.1,0.9,21,6.7,1.4,NBA,11.2,108,2.3,0,13.7,1.8,1.6,Garrett Temple,0.8,-0.1,0.07,2.5,0.01,0.22,4.9,0
700,0,-1.8,17,10.9,0.712,18.6,0.2,0,0.314,0.9,PG,0.2,0.6,3.1,0.238,14.3,0.2,-0.2,0.425,2.7,0.471,12.4,363,3.6,103,0.6,CHO,5.7,2.9,0.2,0.238,0.21,0.1,0.078,1,0,0.7,0.2,1.8,0.371,0.562,0.762,0.04,0.545,0.8,1.8,1.1,28.7,16.5,0.395,0.4,0.5,0.5,3.7,30,9.4,11.3,2016-17,0.267,4.8,0.3,4.6,0,3.4,3.1,0.477,1.9,0.455,1.5,1.8,-4.1,22,3.9,5.7,NBA,6.6,106,1.2,2,13.2,8,1,Ramon Sessions,2.7,-2.3,0.143,1.2,0.019,0.095,5.3,0
704,1,1.1,20.3,10.3,0.793,15.6,0.408,21,0.235,0.9,SF,1.7,2.6,1.5,0.336,15.5,1.5,1,0.6,1.3,0.644,18.3,723,7.1,125,2,WAS,14.1,4.3,0.429,0.336,0.106,0.5,0.175,5.8,0,2.1,2,2.8,0.535,0.128,0.664,0.342,0.774,1,2.8,3.6,6.6,34.4,0.604,0.9,2.8,1.2,11.1,23,2.1,15.1,2016-17,0.5,10.8,0.7,6.2,0.385,5.2,8.3,0.62,1.1,0.667,4.3,5.8,3.8,21,12.7,1.6,NBA,19.2,105,6.3,12,7.4,2,3,Otto Porter,1.4,2.7,0.106,7.7,0.053,0.217,8.3,0
706,0,-1.3,16,7.9,0.739,15,0.316,0,0.258,0.6,SF,0.2,0.5,0.7,0.427,13.8,0.6,-0.1,0.49,1.7,0.6,10.1,320,2.6,106,0.6,WAS,5.2,5.9,0.625,0.427,0.146,0.1,0.072,2.3,0,1.9,0.7,1.7,0.416,0.258,0.573,0.421,0.652,1,1.7,1.9,5.8,16,0.483,0.3,2.2,0.3,9.1,21,2,14.4,2016-17,0.286,4.5,0.2,3.9,0.188,5.9,7,0.52,0.9,0.231,1.3,1.9,-2.9,20,10.4,2.6,NBA,16.2,109,4.9,6,10,3.6,1.9,Kelly Oubre Jr.,1.2,-1.6,0.079,3,0.067,0.09,5.7,0
719,0,-0.1,20.8,13.6,0.6,18.4,0.5,0,0.544,1.3,C,0.4,0.7,0.9,0.044,14.3,0.1,0,0.57,3.6,0.694,14.3,311,4.8,110,0.4,HOU,7.3,7.1,0.429,0.044,0.167,0.6,0.103,2.4,0,0.3,1.3,1.3,0.567,0.5,0.956,0,0.633,1,1.3,0.2,8.1,17.3,0.578,0.2,3.6,2.6,10.6,34,2.7,6.4,2016-17,0.5,5,1.6,7.8,,0.6,7,0.597,1.5,0.533,2.7,2.8,-1.7,18,12.2,4.3,NBA,16,109,8.5,8,17.3,7.1,2.5,Nene,2.5,-1.6,0.089,3.7,0.111,0.156,8.1,0
726,0,1.4,15.6,11.9,0.611,13.7,0,21,0.531,1.5,C,1.1,1.9,1.5,0.006,12,0,0.4,0.562,2.1,0.72,14.9,743,8.5,115,0.5,WAS,11.1,4.9,0.4,0.006,0.291,1.2,0.123,8.7,0,0,3.1,0.7,0.559,0.302,0.994,0,0.642,,0.7,0,6.1,35.4,0.559,0.8,4.4,3,16.6,32,2.1,5.1,2016-17,0.385,8.5,1.7,6.7,,0.1,12.2,0.575,1.6,0.519,4.8,4.8,0,21,18.9,2.2,NBA,28.2,106,9.9,4,13.3,3.6,3.5,Marcin Gortat,2.6,-1.4,0.145,11.8,0.056,0.028,6.7,0
740,0,-0.2,16.1,5.4,0.606,14.2,0.413,7,0.201,1.3,PF,0.6,0.9,2,0.56,12.2,1.5,0.3,0.542,2.5,0.531,11.6,520,2.8,111,0.9,PHO,8.4,5.3,0.4,0.56,0.045,0.2,0.08,3.2,0,2.8,0.7,1.6,0.47,0.246,0.44,0.267,0.667,1,1.6,3.6,11.9,24.8,0.586,0.3,1.3,0.6,7.5,31,3.8,17.9,2016-17,0.5,6.4,0.4,2.9,0.2,6.8,6.2,0.596,1,0.5,1.5,3,0.3,21,8.6,1.8,NBA,14.8,111,2.8,0,15.9,3,2.8,Jared Dudley,1.6,0.5,0.045,3.9,0,0.149,5.7,0
751,0,-3,30.8,14.2,0.78,26,0.424,18,0.239,1.8,SG,1.4,1.7,3.1,0.41,24.1,2.9,0.4,0.461,2.6,0.518,18.8,627,10,113,0.9,WAS,21.6,3.1,0.429,0.41,0.098,0.4,0.13,2.3,0,4.2,0.8,1.3,0.446,0.269,0.59,0.2,0.521,0.774,1.3,6.9,14.7,34.8,0.533,0.3,1.2,1,4.4,23,4.4,15.5,2016-17,0.571,16.9,0.6,6.6,0.48,9.9,3.2,0.57,3.6,0.267,4.6,7.6,0.6,18,5,5.1,NBA,7.5,112,2.7,9,8.8,6.5,2.2,Bradley Beal,4.6,3.6,0.092,3.1,0.033,0.161,10.8,0
757,0,-2.4,10.7,3.6,,14.3,0.333,0,0,0.3,SF,0,0,0.7,0.75,14.2,0.7,0,0,1.8,,1.6,28,0.7,91,0,LAC,2,8.9,0,0.75,0.125,0,-0.006,0.3,0,3.6,0.7,0,0.25,0,0.25,0.333,,0.5,0,2,9.9,9.3,0.375,0,3.6,0,5.3,34,3.6,21.6,2016-17,,2.7,0,0,0,10.7,1.8,0.375,0,0,0,0.7,-4.3,3,6,0,NBA,3.9,111,8.1,0,11.1,0,1.7,Alan Anderson,0,-1.9,0,1,0,0.125,3.6,0
763,0,2.7,22.8,21.6,0.625,23.9,0.3,16,0.232,1.3,C,0.1,1.3,2.5,0.069,23.2,0.3,0.4,0.45,2.5,0.653,18.3,635,11.7,99,0.7,ORL,12.4,3.8,0.389,0.069,0.27,0.9,0.1,8.7,0,0.5,2.6,1.4,0.439,0.138,0.931,0.05,0.522,1,1.4,0.9,16.9,27.6,0.45,1.2,4.8,2.4,20.7,26,4.6,10.8,2016-17,0.462,12.6,1.6,9.7,0,1.6,15.9,0.465,1.1,0.436,5.3,5.5,0.7,23,21.9,2,NBA,33.9,99,10.1,2,9.2,3.2,2,Nikola Vucevic,1.7,-2,0.18,11.3,0.01,0.249,10.2,0
770,0,-0.4,12.1,13.2,1,15.4,0.5,0,0.145,0.9,C,-0.4,-0.2,0.3,0.032,13.6,0.1,-0.3,0.417,3.7,0.92,3.6,226,3,79,0.2,WAS,2.8,9.7,0.371,0.032,0.065,0.4,-0.044,1.7,0,0.2,0.6,0.9,0.419,0.032,0.968,0.5,0.333,1,0.9,0.1,3.2,11.3,0.427,0.2,2.6,3,10.1,30,1.1,14.8,2016-17,0.667,3.1,1.8,5.5,0,0.4,7.5,0.437,0.1,0.25,1.3,1.3,-7.8,20,11.5,0.4,NBA,17.3,108,5.9,0,21.3,0.4,2.2,Jason Smith,0.1,-7.5,0.194,2.3,0,0.565,5.7,0
773,1,1,18.7,13.6,0.566,19.7,0.229,16,0.432,1.9,PG,0.2,1.1,5.3,0.211,17.3,0.5,0.4,0.508,3.3,0.11,14.9,668,7.8,101,1.3,ORL,10.7,3.7,0.36,0.211,0.176,0.7,0.081,3,0,0.8,0.7,2.3,0.449,0.233,0.789,0.313,0.612,0.909,2.3,2.1,30.9,29,0.474,0.9,1.3,1.9,6.5,22,9.2,10.3,2016-17,0.375,9.9,1.2,6.9,0.333,3.7,5.3,0.489,1.3,0.4,4,4.4,0.4,23,6.9,2.3,NBA,11.2,104,2.7,5,14.7,4,2.1,Elfrid Payton,2.3,-0.6,0.07,3.7,0.022,0.11,7.8,0
777,0,-0.8,23.4,12,0.62,20.8,0.386,22,0.257,1.7,SG,0.9,1.7,3,0.398,20,2.2,0.3,0.51,2.3,0.378,14.5,774,8.7,108,1,OKC,17,2.6,0.45,0.398,0.103,0.3,0.107,3.9,0,3.1,0.5,1.4,0.461,0.157,0.602,0.291,0.646,0.857,1.4,5.8,13.1,35.2,0.538,0.8,0.8,0.7,6.1,24,4.1,14.5,2016-17,0.556,14.5,0.4,6.1,0.541,8,5.4,0.548,1.4,0.212,4.5,6.7,-0.2,22,7,1.9,NBA,12,106,1.8,11,9.8,3.1,1.9,Victor Oladipo,2.3,0.6,0.113,4.5,0.034,0.125,9.2,0
782,0,-1.4,16.8,14.4,0.556,18.9,0.1,0,0.264,0.5,PF,-0.2,0,0.2,0.189,17.8,0.1,-0.2,0.488,2.3,0.571,7.2,148,2.9,87,0.4,WAS,3.3,7.4,0.333,0.189,0.358,0.3,-0.015,1,0,0.3,0.4,2,0.415,0.17,0.811,0.3,0.714,1,2,0.7,3,9.9,0.425,0.1,2,2.3,7,27,1,9.9,2016-17,0.143,3.5,1.3,7,0,3.4,5,0.439,0.3,0.474,1.4,1.5,-6.9,15,8,1.7,NBA,11.6,108,4.5,2,10.9,3,1.5,Andrew Nicholson,0.6,-5.5,0.132,1.4,0.038,0.057,7.4,0
785,0,-1.6,22.3,4.3,0.583,22.2,0.304,0,0.1,0.4,PG,0.1,0.1,1,0.767,18.6,0.5,0,0.571,3.1,0.25,16.2,79,0.5,104,0.6,POR,2.8,4.9,,0.767,0.133,0,0.086,0.6,0,4.3,0,4.9,0.367,0.4,0.233,0.087,0.667,0.429,4.9,1.8,24.3,6.1,0.483,0.1,0,0,4.9,25,8,20.7,2016-17,,2.3,0,2.5,0.5,14.2,4.9,0.51,0.5,0.5,0.3,0.8,0.3,13,5.5,4.3,NBA,11.2,107,0,0,12.4,7.4,0.6,Shabazz Napier,0.9,2,0,0.6,0,0,6.8,0
794,1,-2,16.8,8,0.778,18.2,0.31,1,0.282,1.9,PG,0.3,0.5,5.1,0.477,15.2,1,0,0.449,4.2,0.2,13.5,488,3.5,104,1,NYK,7.5,3.5,0.333,0.477,0.067,0,0.053,2.3,0,2.2,0.5,2.2,0.383,0.242,0.523,0.155,0.595,0.591,2.2,3.2,32.2,22.2,0.456,0.2,1,0,6.1,27,11.4,15.8,2016-17,0.143,6.8,0,3.6,0.364,7.3,5.1,0.497,1.3,0.3,1.6,2.6,-1.9,22,6.5,2.9,NBA,10.9,112,2.2,0,19.9,3.7,1.5,Brandon Jennings,1.6,0.2,0.047,2.7,0,0.121,5.8,0
801,0,-1.6,24.3,10.2,0.8,21.1,0.365,13,0.279,1.2,PF,0.8,1.3,1.6,0.479,19.6,1.8,0.2,0.528,2.2,0.697,15.6,606,5.4,110,0.5,TOT,13,4.3,0.4,0.479,0.063,0.2,0.106,5.1,0,3.4,1,0.9,0.45,0.208,0.521,0.183,0.642,0.929,0.9,5,10.9,26.3,0.538,0.5,2,0.7,11.6,29,3,15.9,2016-17,0.417,10.4,0.4,5.4,0.476,9.4,9.6,0.569,1.7,0.4,2.9,4.7,-0.5,23,12.8,3.3,NBA,21,109,4.4,2,9.3,4.1,2.3,Ersan Ilyasova,2.2,1.1,0.05,6.2,0.008,0.125,8.8,0
803,1,-2.1,17.3,13.5,0.667,24.7,0.172,0,0.194,0.9,SF,-0.7,-0.5,0.6,0.403,22.6,0.4,-0.3,0.395,4.1,0.647,2.3,162,3.1,70,0.3,ORL,3.9,3.1,0.333,0.403,0.069,0.1,-0.147,1.3,0,1.6,0.2,1.3,0.306,0.125,0.597,0.138,0.571,0.8,1.3,2.1,9.2,11.6,0.34,0.2,0.9,1,6.6,21,2.8,17.9,2016-17,,5.1,0.6,5.3,0,9.1,5.7,0.362,0.4,0.2,1.2,1.6,-10.2,14,7,1.9,NBA,12,107,2,3,14.6,2.8,0.7,Mario Hezonja,0.6,-8.1,0,1.5,0.042,0.333,6.9,0
809,0,0.9,25.7,15.4,0.905,21.9,0.341,24,0.21,1.5,PF,1.1,2.2,1.8,0.258,20.8,1.2,0.8,0.537,2.2,0.511,16.6,806,10.2,109,0.7,DET,16.9,2.8,0.485,0.258,0.258,0.7,0.134,4.5,0,1.8,0.5,1.1,0.486,0.191,0.742,0.235,0.71,1,1.1,3.5,8.4,33.6,0.53,1.1,0.8,1.6,7.6,24,2.7,12.4,2016-17,0.368,13.7,1,8.3,0.45,5.4,6.8,0.569,2.4,0.529,5.5,6.7,1.9,24,8,3.6,NBA,14.3,104,1.8,15,8.9,4,1.8,Tobias Harris,2.6,1,0.173,5,0.046,0.1,10.1,0
812,0,0.5,18.9,13.2,0.545,19.9,0.292,15,0.286,1,SF,-0.3,0.5,1.7,0.295,18.8,0.8,0,0.452,2,0.457,11.4,596,6.7,95,0.8,ORL,9.6,3.7,0.261,0.295,0.123,0.7,0.04,3.4,0,1.6,1,1.5,0.405,0.2,0.705,0.292,0.667,1,1.5,2.8,11.4,25.9,0.448,0.7,2,1.9,8.6,21,3.4,13.5,2016-17,0.421,9.6,1.3,6,0.263,5.5,6.7,0.462,1,0.296,3,3.9,-2,23,9.1,2,NBA,14.2,105,4.1,16,9.1,3.8,1.9,Aaron Gordon,1.9,-2.5,0.086,4.4,0.077,0.209,7.6,0
817,1,-1.5,25.5,12.4,0.845,23.5,0.368,23,0.272,2.4,SG,0.6,1.3,3.3,0.384,20.2,1.9,0.3,0.463,3.6,0.402,14.1,769,8.2,104,1.1,ORL,16.7,4,0.286,0.384,0.161,0,0.084,2.5,0,2.8,0.5,1.7,0.426,0.318,0.616,0.145,0.614,0.837,1.7,5.1,17.3,33.4,0.497,0.7,0.7,0,4.5,24,5,14.6,2016-17,0.643,13.3,0,5.8,0.471,7.7,3.8,0.554,3.6,0.306,3.8,5.7,-0.5,23,4.8,5.4,NBA,8,108,1.5,3,13.7,6.4,2.7,Evan Fournier,4.2,1,0.046,3,0.01,0.138,8.6,0
821,0,3.4,14.4,11.3,0.65,13.4,,1,0.593,0.5,C,0.3,0.9,0.2,0,11.3,0,0.1,0.519,1.9,0.643,16.9,246,3.2,114,0.5,SAS,4.1,8.6,0.75,0,0.259,1.3,0.179,4,0,0,1.7,1.9,0.519,0.37,1,,0.563,,1.9,0,1.8,14.5,0.519,0.6,6.1,7.5,20.3,27,0.6,4.4,2016-17,0.25,3.2,4.6,5.8,,0,14.2,0.549,0.8,0.429,1.6,1.6,0.3,17,22.7,2.7,NBA,31.8,96,13.6,6,12.5,4.2,2.4,Dewayne Dedmon,1.2,-3.1,0.074,5.7,0.167,0.074,5.8,0
829,0,-2.3,8.5,6.1,0.667,11.2,0.333,0,0.125,0.3,PG,0,0,1.7,0.375,9.7,0.3,-0.1,0.2,1.2,0,4.3,39,1.7,92,0.3,BRK,2.3,7.3,,0.375,0.375,0.3,-0.016,0.7,0,1.2,0,1.2,0.25,0.375,0.625,0,0,0,1.2,1,17.6,13,0.313,0,0,2,2.4,30,6.1,14.1,2016-17,1,2.7,1.2,1.2,,3.6,2.4,0.376,0.7,0,0.3,0.7,-7.6,3,2.7,2.4,NBA,5.4,114,0,0,9.7,3.6,2,Greivis Vasquez,1,-5.4,0.125,0.7,0,0,2.4,0
834,0,1.7,12,9,0.7,13.1,,9,0.556,0.8,C,0.1,0.3,0.9,0,9,0,0.1,0.472,3.5,0.882,9.7,198,2.1,103,0.5,MIL,2.8,8.8,,0,0.361,0.3,0.079,1.2,0,0,1,2.3,0.472,0.556,1,,0.6,,2.3,0,10.6,11.6,0.472,0.2,4.3,2.2,9.3,28,3.8,3.4,2016-17,0.333,2.1,1.3,4.3,,0,5,0.536,0.8,0.308,1,1,-0.8,17,10.2,3.5,NBA,10.7,105,9.6,8,23.8,5,2.1,Miles Plumlee,1.2,-2.5,0.083,2.2,0.278,0,4.3,0
837,2,-1.5,29.2,19.4,0.787,26.1,0.328,20,0.435,1.5,PF,1.1,1.8,2.2,0.192,24.1,1,0.3,0.496,2.2,0.598,18.8,653,12.8,109,1.1,MIL,19.2,2.4,0.46,0.192,0.155,0.3,0.129,4.2,0,1.5,1.7,1.7,0.464,0.281,0.808,0.377,0.63,1,1.7,3.1,11.4,32.7,0.495,0.7,2.5,0.7,8.9,21,3.3,10,2016-17,0.316,15.9,0.4,9.6,0.391,4.6,6.4,0.539,3.5,0.224,6.4,7.4,-0.4,20,9.8,5.3,NBA,13.7,107,5.6,32,7.5,6.8,1.6,Jabari Parker,4.5,1.1,0.06,5.9,0.114,0.158,11.2,0
846,0,3.7,24.2,18.1,0.846,22.4,,0,0.531,1.5,C,0.7,1.5,2.1,0,18.1,0,0.6,0.5,3.9,0.492,23.4,357,6.8,113,1.4,MIL,9.2,4.6,0.333,0,0.323,0.5,0.207,4.8,0,0,2,3.6,0.5,0.4,1,,0.623,,3.6,0,18.1,18.8,0.5,0.8,5.3,2.5,17.9,26,5.6,4.8,2016-17,0.444,6.8,1.4,9,,0,12.6,0.569,2.3,0.357,3.4,3.4,4.8,19,19.7,6.1,NBA,27.1,97,11.9,2,15.5,7.2,1.7,Greg Monroe,2.7,1.1,0.069,6.8,0.023,0.069,9,0
862,0,3.5,18,13.1,0.702,16.6,,11,0.553,1.1,C,0.4,1.1,1.1,0,13.1,0,0.3,0.511,2.6,0.667,16.4,356,5.2,110,0.4,MIL,7.2,6.7,0.333,0,0.33,1.6,0.146,4.3,0,0,1.6,1.1,0.511,0.5,1,,0.635,,1.1,0,8,19.8,0.511,0.6,3.9,7.2,14.6,26,2.6,4.1,2016-17,0.125,5.2,4,6.7,,0,10.7,0.562,1.8,0.419,2.7,2.7,1.1,18,16.1,4.6,NBA,23,101,8.8,15,14.2,6.5,2.7,John Henson,2.6,-2.4,0.085,5.8,0.191,0.032,6.7,0
